disease	class	organ	symptom_concept	hpo
Ellis-van Creveld Syndrome	Primary Ciliopathies	Cardiac	Cardiac defect (general / unspecified)	HP:0001627
Ellis-van Creveld Syndrome	Primary Ciliopathies	Craniofacial	Cleft lip / palate	HP:0410030; HP:0000175
Ellis-van Creveld Syndrome	Primary Ciliopathies	Skeletal	Cone-shaped epiphyses	HP:0010580
Ellis-van Creveld Syndrome	Primary Ciliopathies	Reproductive	Cryptorchidism	HP:0000028
Ellis-van Creveld Syndrome	Primary Ciliopathies	CNS	Dandy-Walker malformation	HP:0001305
Ellis-van Creveld Syndrome	Primary Ciliopathies	Craniofacial	Dental anomaly	HP:0006350
Ellis-van Creveld Syndrome	Primary Ciliopathies	Skeletal	Hand / foot abnormality (general)	HP:0001167
Ellis-van Creveld Syndrome	Primary Ciliopathies	CNS	Hypertonia / spasticity	HP:0011804
Ellis-van Creveld Syndrome	Primary Ciliopathies	Reproductive	Hypospadias	HP:0000047
Ellis-van Creveld Syndrome	Primary Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001249
Ellis-van Creveld Syndrome	Primary Ciliopathies	Skeletal	Pectus deformity	HP:0000766
Ellis-van Creveld Syndrome	Primary Ciliopathies	Skeletal	Pelvic / iliac / acetabular abnormality	HP:0002644
Ellis-van Creveld Syndrome	Primary Ciliopathies	Skeletal	Polydactyly	HP:0001162
Ellis-van Creveld Syndrome	Primary Ciliopathies	Skeletal	Rib abnormality (other)	HP:0000772
Ellis-van Creveld Syndrome	Primary Ciliopathies	Cardiac	Septal defect (ASD/VSD/AV canal)	HP:0001671
Ellis-van Creveld Syndrome	Primary Ciliopathies	Skeletal	Short limbs (rhizomelic / mesomelic)	HP:0009826
Ellis-van Creveld Syndrome	Primary Ciliopathies	Skeletal	Short ribs / narrow thorax	HP:0000774
Ellis-van Creveld Syndrome	Primary Ciliopathies	Skeletal	Short stature / dwarfism	HP:0004322
Ellis-van Creveld Syndrome	Primary Ciliopathies	Skeletal	Skeletal dysplasia (general/unspecified)	HP:0002652
Ellis-van Creveld Syndrome	Primary Ciliopathies	Craniofacial	Skull base / cranial vault abnormality	HP:0000252
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	Skeletal	Bone age abnormality	HP:0005982
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	Skeletal	Camptodactyly	HP:0012385
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	CNS	Corpus callosum abnormality	HP:0001273
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	Craniofacial	Craniosynostosis	HP:0001363
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	Craniofacial	Eyelid / palpebral abnormality	HP:0000492
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	Craniofacial	Frontal bossing / abnormal forehead	HP:0002007
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	Skeletal	Hand / foot abnormality (general)	HP:0001167
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	GI_Abdominal	Hernia (abdominal)	HP:0100790
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	CNS	Hydrocephalus	HP:0000238
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	Craniofacial	Hypertelorism	HP:0000316
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001263
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	CNS	Macrocephaly	HP:0000256
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	Craniofacial	Nasal abnormality	HP:0000366
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	Skeletal	Polydactyly	HP:0001162
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	Craniofacial	Skull base / cranial vault abnormality	HP:0002692
Greig Cephalopolysyndactyly Syndrome	Primary Ciliopathies	Skeletal	Syndactyly / webbed digits	HP:0001159
Holoprosencephaly	Tissue-restricted Ciliopathies	Endocrine	Adrenal insufficiency / abnormality	HP:0000846
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Anencephaly	HP:0002323
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Auditory canal / external ear (structural)	HP:0000389
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Behavioural abnormality	HP:0000708
Holoprosencephaly	Tissue-restricted Ciliopathies	Skeletal	Birth weight / length / OFC abnormality	HP:0011451
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Bitemporal narrowing	HP:0000341
Holoprosencephaly	Tissue-restricted Ciliopathies	Renal	Bladder / urinary tract abnormality	HP:0000014
Holoprosencephaly	Tissue-restricted Ciliopathies	Cardiac	Cardiac defect (general / unspecified)	HP:0001627
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Cerebellar hypoplasia/atrophy	HP:0001321
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Cleft lip / palate	HP:0410030; HP:0000175
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Coarse facial features / abnormal facies	HP:0009745
Holoprosencephaly	Tissue-restricted Ciliopathies	Eye	Coloboma (ocular)	HP:0000589
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Corpus callosum abnormality	HP:0001273
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Cortical malformation	HP:0008064
Holoprosencephaly	Tissue-restricted Ciliopathies	Reproductive	Cryptorchidism	HP:0000028
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Dental anomaly	HP:0000164
Holoprosencephaly	Tissue-restricted Ciliopathies	Endocrine	Diabetes mellitus	HP:0000819
Holoprosencephaly	Tissue-restricted Ciliopathies	Respiratory	Diaphragmatic abnormality	HP:0000776
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Epicanthal folds	HP:0000286
Holoprosencephaly	Tissue-restricted Ciliopathies	GI_Abdominal	Esophageal abnormality	HP:0002031
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Eyebrow / eyelash abnormality	HP:0000534
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Eyelid / palpebral abnormality	HP:0000492
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Frenulum / oral frenulum abnormality	HP:0000190
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Frontal bossing / abnormal forehead	HP:0000340
Holoprosencephaly	Tissue-restricted Ciliopathies	Skeletal	Hand / foot abnormality (general)	HP:0001167
Holoprosencephaly	Tissue-restricted Ciliopathies	GI_Abdominal	Hernia (abdominal)	HP:0100790
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	High-arched / narrow palate	HP:0000218
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Holoprosencephaly	HP:0001360
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Hydrocephalus	HP:0000238
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Hypertelorism	HP:0000316
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Hypertonia / spasticity	HP:0001276
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Hypotelorism	HP:0000601
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Hypotonia	HP:0001252
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001249
Holoprosencephaly	Tissue-restricted Ciliopathies	GI_Abdominal	Intestinal / GI structural anomaly	HP:0011024
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Long philtrum / abnormal philtrum	HP:0000343
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Low-set / malformed ears	HP:0000356
Holoprosencephaly	Tissue-restricted Ciliopathies	Respiratory	Lung lobation / structural abnormality	HP:0002088
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Macrocephaly	HP:0000256
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Malar flattening / abnormal cheek	HP:0000272
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Microcephaly	HP:0000252
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Micrognathia / retrognathia	HP:0000327
Holoprosencephaly	Tissue-restricted Ciliopathies	Reproductive	Micropenis	HP:0000054
Holoprosencephaly	Tissue-restricted Ciliopathies	Eye	Microphthalmia / anophthalmia	HP:0000520
Holoprosencephaly	Tissue-restricted Ciliopathies	Craniofacial	Nasal abnormality	HP:0001763
Holoprosencephaly	Tissue-restricted Ciliopathies	Eye	Optic nerve abnormality	HP:0000587
Holoprosencephaly	Tissue-restricted Ciliopathies	Cardiac	Outflow tract / great vessel anomaly	HP:0001702
Holoprosencephaly	Tissue-restricted Ciliopathies	GI_Abdominal	Pancreatic insufficiency / pancreatitis	HP:0001738; HP:0001733
Holoprosencephaly	Tissue-restricted Ciliopathies	Endocrine	Pituitary abnormality / hypopituitarism	HP:0010627
Holoprosencephaly	Tissue-restricted Ciliopathies	Skeletal	Polydactyly	HP:0001162
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Seizures / epilepsy	HP:0001250
Holoprosencephaly	Tissue-restricted Ciliopathies	Auditory	Sensorineural hearing loss / deafness	HP:0000407
Holoprosencephaly	Tissue-restricted Ciliopathies	Cardiac	Septal defect (ASD/VSD/AV canal)	HP:0001671
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Septum pellucidum abnormality	HP:0001331
Holoprosencephaly	Tissue-restricted Ciliopathies	Skeletal	Short stature / dwarfism	HP:0004322
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Spina bifida / neural tube defect	HP:0002414
Holoprosencephaly	Tissue-restricted Ciliopathies	Hematologic_Immune	Spleen abnormality (asplenia/polysplenia)	HP:0001743
Holoprosencephaly	Tissue-restricted Ciliopathies	Reproductive	Uterine / vaginal abnormality	HP:0000130
Holoprosencephaly	Tissue-restricted Ciliopathies	CNS	Ventricular enlargement	HP:0002119
Holoprosencephaly	Tissue-restricted Ciliopathies	Skeletal	Vertebral / cervical abnormality	HP:0000925
Holoprosencephaly	Tissue-restricted Ciliopathies	Eye	Visual impairment / blindness	HP:0000505
Hydrolethalus Syndrome	Primary Ciliopathies	Endocrine	Adrenal insufficiency / abnormality	HP:0000846
Hydrolethalus Syndrome	Primary Ciliopathies	CNS	Anencephaly	HP:0002323
Hydrolethalus Syndrome	Primary Ciliopathies	Skeletal	Birth weight / length / OFC abnormality	HP:0011451
Hydrolethalus Syndrome	Primary Ciliopathies	CNS	Cerebellar dysgenesis (other)	HP:0007033
Hydrolethalus Syndrome	Primary Ciliopathies	Craniofacial	Cleft lip / palate	HP:0410030; HP:0000175
Hydrolethalus Syndrome	Primary Ciliopathies	CNS	Corpus callosum abnormality	HP:0001273
Hydrolethalus Syndrome	Primary Ciliopathies	CNS	Cortical malformation	HP:0007364
Hydrolethalus Syndrome	Primary Ciliopathies	CNS	Dandy-Walker malformation	HP:0001305
Hydrolethalus Syndrome	Primary Ciliopathies	Respiratory	Diaphragmatic abnormality	HP:0000776
Hydrolethalus Syndrome	Primary Ciliopathies	Skeletal	Hand / foot abnormality (general)	HP:0001167
Hydrolethalus Syndrome	Primary Ciliopathies	GI_Abdominal	Hernia (abdominal)	HP:0100790
Hydrolethalus Syndrome	Primary Ciliopathies	CNS	Hydrocephalus	HP:0000238
Hydrolethalus Syndrome	Primary Ciliopathies	Renal	Hydronephrosis	HP:0000126
Hydrolethalus Syndrome	Primary Ciliopathies	Reproductive	Hypospadias	HP:0000047
Hydrolethalus Syndrome	Primary Ciliopathies	GI_Abdominal	Intestinal / GI structural anomaly	HP:0011024
Hydrolethalus Syndrome	Primary Ciliopathies	Craniofacial	Low-set / malformed ears	HP:0000356
Hydrolethalus Syndrome	Primary Ciliopathies	Respiratory	Lung lobation / structural abnormality	HP:0002088
Hydrolethalus Syndrome	Primary Ciliopathies	Craniofacial	Micrognathia / retrognathia	HP:0000347
Hydrolethalus Syndrome	Primary Ciliopathies	Eye	Microphthalmia / anophthalmia	HP:0000568
Hydrolethalus Syndrome	Primary Ciliopathies	CNS	Molar tooth sign	HP:0002419
Hydrolethalus Syndrome	Primary Ciliopathies	Craniofacial	Nasal abnormality	HP:0000366
Hydrolethalus Syndrome	Primary Ciliopathies	Endocrine	Pituitary abnormality / hypopituitarism	HP:0000871
Hydrolethalus Syndrome	Primary Ciliopathies	Skeletal	Polydactyly	HP:0001162
Hydrolethalus Syndrome	Primary Ciliopathies	Reproductive	Polyhydramnios	HP:0001561
Hydrolethalus Syndrome	Primary Ciliopathies	Cardiac	Septal defect (ASD/VSD/AV canal)	HP:0001671
Hydrolethalus Syndrome	Primary Ciliopathies	CNS	Septum pellucidum abnormality	HP:0001331
Hydrolethalus Syndrome	Primary Ciliopathies	Skeletal	Short limbs (rhizomelic / mesomelic)	HP:0009824
Hydrolethalus Syndrome	Primary Ciliopathies	Craniofacial	Skull base / cranial vault abnormality	HP:0002692
Hydrolethalus Syndrome	Primary Ciliopathies	Hematologic_Immune	Spleen abnormality (asplenia/polysplenia)	HP:0001743
Hydrolethalus Syndrome	Primary Ciliopathies	Respiratory	Tracheal / laryngeal abnormality	HP:0002778
Hydrolethalus Syndrome	Primary Ciliopathies	Reproductive	Uterine / vaginal abnormality	HP:0000130
Hydrolethalus Syndrome	Primary Ciliopathies	CNS	Ventricular enlargement	HP:0002119
Hydrolethalus Syndrome	Primary Ciliopathies	Craniofacial	Webbed neck / short neck	HP:0000475
Joubert Syndrome	Primary Ciliopathies	Eye	Abnormal ERG / electroretinogram	HP:0000512
Joubert Syndrome	Primary Ciliopathies	CNS	Abnormal breathing pattern (CNS-driven)	HP:0002098
Joubert Syndrome	Primary Ciliopathies	CNS	Anencephaly	HP:0002323
Joubert Syndrome	Primary Ciliopathies	CNS	Apraxia	HP:0002186
Joubert Syndrome	Primary Ciliopathies	Skeletal	Arthrogryposis / contractures	HP:0002804
Joubert Syndrome	Primary Ciliopathies	CNS	Ataxia / gait abnormality	HP:0001260
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Auditory canal / external ear (structural)	HP:0008551
Joubert Syndrome	Primary Ciliopathies	CNS	Behavioural abnormality	HP:0000742
Joubert Syndrome	Primary Ciliopathies	Skeletal	Bifid / duplicated thumb or hallux	HP:0010053
Joubert Syndrome	Primary Ciliopathies	Hepatic	Biliary tract abnormality	HP:0001923
Joubert Syndrome	Primary Ciliopathies	Skeletal	Birth weight / length / OFC abnormality	HP:0011451
Joubert Syndrome	Primary Ciliopathies	Renal	Bladder / urinary tract abnormality	HP:0000014
Joubert Syndrome	Primary Ciliopathies	Skeletal	Bowed long bones	HP:0006487
Joubert Syndrome	Primary Ciliopathies	Skeletal	Brachydactyly / short digits	HP:0001156
Joubert Syndrome	Primary Ciliopathies	CNS	Brainstem / pons abnormality	HP:0011962
Joubert Syndrome	Primary Ciliopathies	CNS	Bulbar dysfunction	HP:0001283
Joubert Syndrome	Primary Ciliopathies	Skeletal	Camptodactyly	HP:0012385
Joubert Syndrome	Primary Ciliopathies	Cardiac	Cardiomyopathy	HP:0001638
Joubert Syndrome	Primary Ciliopathies	Eye	Cataract	HP:0000518
Joubert Syndrome	Primary Ciliopathies	CNS	Cerebellar dysgenesis (other)	HP:0007033
Joubert Syndrome	Primary Ciliopathies	CNS	Cerebellar hypoplasia/atrophy	HP:0001321
Joubert Syndrome	Primary Ciliopathies	CNS	Cerebellar vermis hypoplasia/aplasia	HP:0001320
Joubert Syndrome	Primary Ciliopathies	CNS	Cerebral atrophy / volume loss	HP:0002059
Joubert Syndrome	Primary Ciliopathies	Hepatic	Cholestasis / jaundice	HP:0001396
Joubert Syndrome	Primary Ciliopathies	Eye	Choriocapillaris / chorioretinal abnormality	HP:0007844
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Cleft lip / palate	HP:0410030; HP:0000175
Joubert Syndrome	Primary Ciliopathies	Skeletal	Clinodactyly	HP:0030084
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Coarse facial features / abnormal facies	HP:0001999
Joubert Syndrome	Primary Ciliopathies	Skeletal	Coccyx / sacrum abnormality	HP:0008443
Joubert Syndrome	Primary Ciliopathies	Eye	Coloboma (ocular)	HP:0000589
Joubert Syndrome	Primary Ciliopathies	CNS	Corpus callosum abnormality	HP:0001273
Joubert Syndrome	Primary Ciliopathies	CNS	Cortical malformation	HP:0002538
Joubert Syndrome	Primary Ciliopathies	Reproductive	Cryptorchidism	HP:0000028
Joubert Syndrome	Primary Ciliopathies	CNS	Dandy-Walker malformation	HP:0001305
Joubert Syndrome	Primary Ciliopathies	CNS	Encephalocele	HP:0002818
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Epicanthal folds	HP:0000286
Joubert Syndrome	Primary Ciliopathies	CNS	Eye movement abnormality (other)	HP:0000496
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Eyebrow / eyelash abnormality	HP:0000534
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Eyelid / palpebral abnormality	HP:0000492
Joubert Syndrome	Primary Ciliopathies	Endocrine	Failure to thrive / growth retardation	HP:0001520
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Frenulum / oral frenulum abnormality	HP:0000190
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Frontal bossing / abnormal forehead	HP:0002007
Joubert Syndrome	Primary Ciliopathies	Reproductive	Genital ambiguity	HP:0000062
Joubert Syndrome	Primary Ciliopathies	Skeletal	Hand / foot abnormality (general)	HP:0001167
Joubert Syndrome	Primary Ciliopathies	Hepatic	Hepatic fibrosis / cirrhosis	HP:0001395
Joubert Syndrome	Primary Ciliopathies	Hepatic	Hepatomegaly	HP:0002240
Joubert Syndrome	Primary Ciliopathies	GI_Abdominal	Hernia (abdominal)	HP:0100790
Joubert Syndrome	Primary Ciliopathies	Craniofacial	High-arched / narrow palate	HP:0000218
Joubert Syndrome	Primary Ciliopathies	Skin_Hair_Nail	Hirsutism	HP:0001007
Joubert Syndrome	Primary Ciliopathies	CNS	Hydrocephalus	HP:0000238
Joubert Syndrome	Primary Ciliopathies	Renal	Hydronephrosis	HP:0000126
Joubert Syndrome	Primary Ciliopathies	CNS	Hyperreflexia	HP:0001347
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Hypertelorism	HP:0000316
Joubert Syndrome	Primary Ciliopathies	Vascular	Hypertension (systemic)	HP:0000822
Joubert Syndrome	Primary Ciliopathies	CNS	Hypertonia / spasticity	HP:0001276
Joubert Syndrome	Primary Ciliopathies	Reproductive	Hypospadias	HP:0000047
Joubert Syndrome	Primary Ciliopathies	Endocrine	Hypothyroidism	HP:0000821
Joubert Syndrome	Primary Ciliopathies	CNS	Hypotonia	HP:0001252
Joubert Syndrome	Primary Ciliopathies	GI_Abdominal	Imperforate anus / anal atresia	HP:0002023
Joubert Syndrome	Primary Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001263
Joubert Syndrome	Primary Ciliopathies	Skeletal	Joint laxity / hypermobility	HP:0001388
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Long philtrum / abnormal philtrum	HP:0000343
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Low-set / malformed ears	HP:0000356
Joubert Syndrome	Primary Ciliopathies	Respiratory	Lung lobation / structural abnormality	HP:0002088
Joubert Syndrome	Primary Ciliopathies	CNS	Macrocephaly	HP:0000256
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Macrostomia / oral aperture abnormality	HP:0010282
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Malar flattening / abnormal cheek	HP:0000272
Joubert Syndrome	Primary Ciliopathies	CNS	Microcephaly	HP:0000252
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Micrognathia / retrognathia	HP:0009738
Joubert Syndrome	Primary Ciliopathies	Reproductive	Micropenis	HP:0000054
Joubert Syndrome	Primary Ciliopathies	Eye	Microphthalmia / anophthalmia	HP:0007369
Joubert Syndrome	Primary Ciliopathies	Cardiac	Mitral / tricuspid / valve abnormality	HP:0001654
Joubert Syndrome	Primary Ciliopathies	CNS	Molar tooth sign	HP:0002419
Joubert Syndrome	Primary Ciliopathies	Respiratory	Mucociliary clearance impairment	HP:0011947
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Nasal abnormality	HP:0000366
Joubert Syndrome	Primary Ciliopathies	Skin_Hair_Nail	Nipple abnormality	HP:0010783
Joubert Syndrome	Primary Ciliopathies	CNS	Nystagmus	HP:0000639
Joubert Syndrome	Primary Ciliopathies	Endocrine	Obesity / hyperphagia	HP:0001513
Joubert Syndrome	Primary Ciliopathies	Eye	Optic nerve abnormality	HP:0007833
Joubert Syndrome	Primary Ciliopathies	Skeletal	Phalangeal / metacarpal / metatarsal abnormality	HP:0009834
Joubert Syndrome	Primary Ciliopathies	Endocrine	Pituitary abnormality / hypopituitarism	HP:0000871
Joubert Syndrome	Primary Ciliopathies	Skeletal	Polydactyly	HP:0001162
Joubert Syndrome	Primary Ciliopathies	Hematologic_Immune	Recurrent infection (unspecified)	HP:0002719
Joubert Syndrome	Primary Ciliopathies	Respiratory	Recurrent respiratory infections / bronchiectasis	HP:0002094
Joubert Syndrome	Primary Ciliopathies	Eye	Refractive error	HP:0000539
Joubert Syndrome	Primary Ciliopathies	Renal	Renal cysts / cystic kidney	HP:0000107
Joubert Syndrome	Primary Ciliopathies	Renal	Renal failure / ESRD / CKD	HP:0000083
Joubert Syndrome	Primary Ciliopathies	Renal	Renal hypoplasia / dysplasia	HP:0000110
Joubert Syndrome	Primary Ciliopathies	Renal	Renal tubular acidosis / Fanconi-like	HP:0003639
Joubert Syndrome	Primary Ciliopathies	Eye	Retinal dystrophy (other / unspecified)	HP:0000556
Joubert Syndrome	Primary Ciliopathies	Skeletal	Rib abnormality (other)	HP:0000772
Joubert Syndrome	Primary Ciliopathies	Skeletal	Scoliosis / kyphosis / lordosis	HP:0002650
Joubert Syndrome	Primary Ciliopathies	Reproductive	Scrotal / penile abnormality	HP:0010460
Joubert Syndrome	Primary Ciliopathies	CNS	Seizures / epilepsy	HP:0001250
Joubert Syndrome	Primary Ciliopathies	Auditory	Sensorineural hearing loss / deafness	HP:0000407
Joubert Syndrome	Primary Ciliopathies	Cardiac	Septal defect (ASD/VSD/AV canal)	HP:0001671
Joubert Syndrome	Primary Ciliopathies	Eye	Severe visual impairment / blindness	HP:0000618
Joubert Syndrome	Primary Ciliopathies	Skeletal	Short limbs (rhizomelic / mesomelic)	HP:0009826
Joubert Syndrome	Primary Ciliopathies	Skeletal	Short ribs / narrow thorax	HP:0000774
Joubert Syndrome	Primary Ciliopathies	Skeletal	Short stature / dwarfism	HP:0004322
Joubert Syndrome	Primary Ciliopathies	Respiratory	Situs inversus / heterotaxy (organ-level)	HP:0001696; HP:0030853
Joubert Syndrome	Primary Ciliopathies	Skeletal	Skeletal dysplasia (general/unspecified)	HP:0002652
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Skull base / cranial vault abnormality	HP:0011800
Joubert Syndrome	Primary Ciliopathies	CNS	Speech / language abnormality	HP:0002463
Joubert Syndrome	Primary Ciliopathies	CNS	Spina bifida / neural tube defect	HP:0002414
Joubert Syndrome	Primary Ciliopathies	CNS	Strabismus	HP:0000486
Joubert Syndrome	Primary Ciliopathies	Skeletal	Syndactyly / webbed digits	HP:0001159
Joubert Syndrome	Primary Ciliopathies	Craniofacial	Tongue abnormality	HP:0000157
Joubert Syndrome	Primary Ciliopathies	CNS	Tremor / dyskinesia / dystonia	HP:0010763
Joubert Syndrome	Primary Ciliopathies	Reproductive	Uterine / vaginal abnormality	HP:0000130
Joubert Syndrome	Primary Ciliopathies	CNS	Ventricular enlargement	HP:0002119
Joubert Syndrome	Primary Ciliopathies	Eye	Visual impairment / blindness	HP:0000505
Juvenile Myoclonic Epilepsy	Tissue-restricted Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001263
Juvenile Myoclonic Epilepsy	Tissue-restricted Ciliopathies	CNS	Myoclonic seizures / epileptic myoclonus	HP:0001336
Juvenile Myoclonic Epilepsy	Tissue-restricted Ciliopathies	CNS	Seizures / epilepsy	HP:0001250
Laurence-Moon Syndrome	Tissue-restricted Ciliopathies	CNS	Ataxia / gait abnormality	HP:0001251
Laurence-Moon Syndrome	Tissue-restricted Ciliopathies	Eye	Choriocapillaris / chorioretinal abnormality	HP:0008070
Laurence-Moon Syndrome	Tissue-restricted Ciliopathies	CNS	Hypertonia / spasticity	HP:0001276
Laurence-Moon Syndrome	Tissue-restricted Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001249
Laurence-Moon Syndrome	Tissue-restricted Ciliopathies	Reproductive	Micropenis	HP:0000054
Laurence-Moon Syndrome	Tissue-restricted Ciliopathies	CNS	Nystagmus	HP:0000639
Laurence-Moon Syndrome	Tissue-restricted Ciliopathies	Endocrine	Obesity / hyperphagia	HP:0001513
Laurence-Moon Syndrome	Tissue-restricted Ciliopathies	Skeletal	Polydactyly	HP:0001162
Laurence-Moon Syndrome	Tissue-restricted Ciliopathies	Eye	Retinal dystrophy (other / unspecified)	HP:0000556
Laurence-Moon Syndrome	Tissue-restricted Ciliopathies	Reproductive	Scrotal / penile abnormality	HP:0000054
Laurence-Moon Syndrome	Tissue-restricted Ciliopathies	Skeletal	Short stature / dwarfism	HP:0004322
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Abnormal ERG / electroretinogram	HP:0000512
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Abnormal OCT / autofluorescence	HP:0030453
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	CNS	Autism spectrum / social cognitive	HP:0000729
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	CNS	Behavioural abnormality	HP:0000708
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Bone-spicule retinal pigmentation	HP:0007737
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Cataract	HP:0000518
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Choriocapillaris / chorioretinal abnormality	HP:0007844
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	CNS	Constitutional symptom (catchall)	HP:0025142
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	CNS	Eye movement abnormality (other)	HP:0030506
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Hepatic	Hepatomegaly	HP:0002240
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Skin_Hair_Nail	Hyperpigmentation / hypopigmentation	HP:0011355
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001249
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Iris / anterior chamber abnormality	HP:0000563
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Leber congenital amaurosis	HP:0500026
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Macular dystrophy / abnormality	HP:0007754
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Microphthalmia / anophthalmia	HP:0000490
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	CNS	Nystagmus	HP:0000639
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Optic nerve abnormality	HP:0000587
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Photophobia / night blindness	HP:0000613
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Refractive error	HP:0000539
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Retinal arteriolar attenuation	HP:0007843
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Retinal dystrophy (other / unspecified)	HP:0500155
